ID,ORF
1007965_1,Rv2109c
1007967_1,Rv2111c
1008269_1,Rv2413c
1008271_1,Rv2415c
1008273_1,Rv2417c
1008275_1,Rv2419c
1008277_1,Rv2421c
1008279_1,Rv2423
1008293_1,Rv2437
1008295_1,Rv2439c
1008297_1,Rv2441c
1008299_1,Rv2443
1008301_1,Rv2445c
1008303_1,Rv2447c
1008317_1,Rv2461c
1008319_1,Rv2463
1008321_1,Rv2465c
1008323_1,Rv2467
1008325_1,Rv2469c
1008327_1,Rv2471
1008341_1,Rv2485c
1008343_1,Rv2487c
1008345_1,Rv2489c
1008347_1,Rv2491
1008349_1,Rv2493
1008351_1,Rv2495c
1008653_1,Rv2797c
1008655_1,Rv2799
1008657_1,Rv2801c
1008659_1,Rv2803c
1008661_1,Rv2805
1008663_1,Rv2807
1008677_1,Rv2821c
1008679_1,Rv2823c
1008681_1,Rv2825c
1008683_1,Rv2827c
1008685_1,Rv2829c
1008687_1,Rv2831
1008701_1,Rv2845c
1008703_1,Rv2847c
1008705_1,Rv2849c
1008707_1,Rv2851c
1008709_1,Rv2853
1008711_1,Rv2855
1008725_1,Rv2869c
1008727_1,Rv2871
1008729_1,Rv2873
1008731_1,Rv2875
1008733_1,Rv2877c
1008735_1,Rv2879c
1009037_1,Rv3181c
1009039_1,Rv3183
1009041_1,Rv3185
1009043_1,Rv3187
1009045_1,Rv3189
1009047_1,Rv3191c
1009061_1,Rv3205c
1009063_1,Rv3207c
1009065_1,Rv3209
1009067_1,Rv3211
1009069_1,Rv3213c
1009071_1,Rv3215
1009085_1,Rv3229c
1009087_1,Rv3231c
1009089_1,Rv3233c
1009091_1,Rv3235
1009093_1,Rv3237c
1009095_1,Rv3239c
1009109_1,Rv3253c
1009111_1,Rv3255c
1009113_1,Rv3257c
1009115_1,Rv3259
1009117_1,Rv3261
1009119_1,Rv3263
1009421_1,Rv3565
1009423_1,Rv3567c
1009425_1,Rv3569c
1009427_1,Rv3571
1009429_1,Rv3573c
1009431_1,Rv3575c
1009445_1,Rv3589
1009447_1,Rv3591c
1009449_1,Rv3593
1009451_1,Rv3595c
1009453_1,Rv3597c
1009455_1,Rv3599c
1009469_1,Rv3613c
1009471_1,Rv3615c
1009473_1,Rv3617
1009475_1,Rv3619c
1009477_1,Rv3621c
1009479_1,Rv3623
1009493_1,Rv3637
1009495_1,Rv3639c
1009497_1,Rv3641c
1009499_1,Rv3643
1009501_1,Rv3645
1009503_1,Rv3647c
1009805_1,Rv1753c
1009807_1,
1009809_1,
1009811_1,
1009813_1,
1009815_1,
1009829_1,
1009831_1,Rv2082
1009833_1,
1009835_1,
1009837_1,
1009839_1,
1009853_1,
1009855_1,
1009857_1,
1009859_1,
1009861_1,
1009863_1,
1009877_1,
1009879_1,
1009881_1,
1009883_1,
1009885_1,
1009887_1,
1005774_1,
1005776_1,
1005778_1,
1005780_1,
1005782_1,
1005784_1,
1005798_1,
1005800_1,
1005802_1,
1005804_1,
1005806_1,
1005808_1,
1005822_1,
1005824_1,
1005826_1,
1005828_1,
1005830_1,
1005832_1,
1005846_1,
1005848_1,
1005850_1,
1005852_1,
1005854_1,
1005856_1,
1005870_1,Rv0014c
1005872_1,Rv0016c
1005874_1,Rv0018c
1005876_1,Rv0020c
1005878_1,Rv0022c
1005880_1,Rv0024
1005894_1,Rv0038
1005896_1,Rv0040c
1005898_1,Rv0042c
1005900_1,Rv0044c
1005902_1,Rv0046c
1005904_1,Rv0048c
1005918_1,Rv0062
1005920_1,Rv0064
1005922_1,Rv0066c
1005924_1,Rv0068
1005926_1,Rv0070c
1005928_1,Rv0072
1005942_1,Rv0086
1005944_1,Rv0088
1005946_1,Rv0090
1005948_1,Rv0092
1005950_1,Rv0094c
1005952_1,Rv0096
1006254_1,Rv0398c
1006256_1,Rv0400c
1006258_1,Rv0402c
1006260_1,Rv0404
1006262_1,Rv0406c
1006264_1,Rv0408
1006278_1,Rv0422c
1006280_1,Rv0424c
1006282_1,Rv0426c
1006284_1,Rv0428c
1006286_1,Rv0430
1006288_1,Rv0432
1006302_1,Rv0446c
1006304_1,Rv0448c
1006306_1,Rv0450c
1006308_1,Rv0452
1006310_1,Rv0454
1006312_1,Rv0456c
1006326_1,Rv0470c
1006328_1,Rv0472c
1006330_1,Rv0474
1006332_1,Rv0476
1006334_1,Rv0478
1006336_1,Rv0480c
1006638_1,Rv0782
1006640_1,Rv0784
1006642_1,Rv0786c
1006644_1,Rv0788
1006646_1,Rv0790c
1006648_1,Rv0792c
1006662_1,Rv0806c
1006664_1,Rv0808
1006666_1,Rv0810c
1006668_1,Rv0812
1006670_1,Rv0814c
1006672_1,Rv0816c
1006686_1,Rv0830
1006688_1,Rv0832
1006690_1,Rv0834c
1006692_1,Rv0836c
1006694_1,Rv0838
1006696_1,Rv0840c
1006710_1,Rv0854
1006712_1,Rv0856
1006714_1,Rv0858c
1006716_1,Rv0860
1006718_1,Rv0862c
1006720_1,Rv0864
1007022_1,Rv1166
1007024_1,Rv1168c
1007026_1,Rv1170
1007028_1,Rv1172c
1007030_1,Rv1174c
1007032_1,Rv1176c
1007046_1,Rv1190
1007048_1,Rv1192
1007050_1,Rv1194c
1007052_1,Rv1196
1007054_1,Rv1198
1007056_1,Rv1200
1007070_1,Rv1214c
1007072_1,Rv1216c
1007074_1,Rv1218c
1007076_1,Rv1220c
1007078_1,Rv1222
1007080_1,Rv1224
1007094_1,Rv1238
1007096_1,Rv1240
1007098_1,Rv1242
1007100_1,Rv1244
1007102_1,Rv1246c
1007104_1,Rv1248c
1007406_1,Rv1550
1007408_1,Rv1552
1007410_1,Rv1554
1007412_1,Rv1556
1007414_1,Rv1558
1007416_1,Rv1560
1007430_1,Rv1574
1007432_1,Rv1576c
1007434_1,Rv1578c
1007436_1,Rv1580c
1007438_1,Rv1582c
1007440_1,Rv1584c
1007454_1,Rv1598c
1007456_1,Rv1600
1007458_1,Rv1602
1007460_1,Rv1604
1007462_1,Rv1606
1007464_1,Rv1608c
1007478_1,Rv1622c
1007480_1,Rv1624c
1007482_1,Rv1626
1007484_1,Rv1628c
1007486_1,Rv1630
1007488_1,Rv1632c
1007790_1,Rv1934c
1007792_1,Rv1936
1007794_1,Rv1938
1007796_1,Rv1940
1007798_1,Rv1942c
1007800_1,Rv1944c
1007814_1,Rv1958c
1007816_1,Rv1960c
1007818_1,Rv1962c
1007820_1,Rv1964
1007822_1,Rv1966
1007824_1,Rv1968
1007838_1,Rv1982c
1007840_1,Rv1984c
1007842_1,Rv1986
1007844_1,Rv1988
1007846_1,Rv1990c
1007848_1,Rv1992c
1007862_1,Rv2006
1007864_1,Rv2008c
1007866_1,Rv2010
1007868_1,Rv2012
1007870_1,Rv2014
1007872_1,Rv2016
1008174_1,Rv2318
1008176_1,Rv2320c
1008178_1,Rv2322c
1008180_1,Rv2324
1008182_1,Rv2326c
1008184_1,Rv2328
1008198_1,Rv2342
1008200_1,Rv2344c
1008202_1,Rv2346c
1008204_1,Rv2348c
1008206_1,Rv2350c
1008208_1,Rv2352c
1008222_1,Rv2366c
1008224_1,Rv2368c
1008226_1,Rv2370c
1008228_1,Rv2372c
1008230_1,Rv2374c
1008232_1,Rv2376c
1008246_1,Rv2390c
1008248_1,Rv2392
1008250_1,Rv2394
1008252_1,Rv2396
1008254_1,Rv2398c
1008256_1,Rv2400c
1008558_1,Rv2702
1008560_1,Rv2704
1008562_1,Rv2706c
1008564_1,Rv2708c
1008566_1,Rv2710
1008568_1,Rv2712c
1008582_1,Rv2726c
1008584_1,Rv2728c
1008586_1,Rv2730
1008588_1,Rv2732c
1008590_1,Rv2734
1008592_1,Rv2736c
1008606_1,Rv2750
1008608_1,Rv2752c
1008610_1,Rv2754c
1008612_1,Rv2756c
1008614_1,Rv2758c
1008616_1,Rv2760c
1008630_1,Rv2774c
1008632_1,Rv2776c
1008634_1,Rv2778c
1008636_1,Rv2780
1008638_1,Rv2782c
1008640_1,Rv2784c
1008942_1,Rv3086
1008944_1,Rv3088
1008946_1,Rv3090
1008948_1,Rv3092c
1008950_1,Rv3094c
1008952_1,Rv3096
1008966_1,Rv3110
1008968_1,Rv3112
1008970_1,Rv3114
1008972_1,Rv3116
1008974_1,Rv3118
1008976_1,Rv3120
1008990_1,Rv3134c
1008992_1,Rv3136
1008994_1,Rv3138
1008996_1,Rv3140
1008998_1,Rv3142c
1009000_1,Rv3144c
1009014_1,Rv3158
1009016_1,Rv3160c
1009018_1,Rv3162c
1009020_1,Rv3164c
1009022_1,Rv3166c
1009024_1,Rv3168
1009326_1,Rv3470c
1009328_1,Rv3472
1009330_1,Rv3474
1009332_1,Rv3476c
1009334_1,Rv3478
1009336_1,Rv3480c
1009350_1,Rv3494c
1009352_1,Rv3496c
1009354_1,Rv3498c
1009356_1,Rv3500c
1009358_1,Rv3502c
1009360_1,Rv3504
1009374_1,Rv3518c
1009376_1,Rv3520c
1009378_1,Rv3522
1009380_1,Rv3524
1009382_1,Rv3526
1009384_1,Rv3528c
1009398_1,Rv3542c
1009400_1,Rv3544c
1009402_1,Rv3546
1009404_1,Rv3548c
1009406_1,Rv3550
1009408_1,Rv3552
1009710_1,Rv3854c
1009712_1,Rv3856c
1009714_1,Rv3858c
1009716_1,Rv3860
1009718_1,Rv3862c
1009720_1,Rv3864
1009734_1,Rv3878
1009736_1,Rv3880c
1009738_1,Rv3882c
1009740_1,Rv3884c
1009742_1,Rv3886c
1009744_1,Rv3888c
1009758_1,Rv3902c
1009760_1,Rv3904c
1009762_1,Rv3906c
1009764_1,Rv3908
1009766_1,Rv3910
1009768_1,Rv3912
1009782_1,
1009784_1,
1009786_1,
1009788_1,
1009790_1,
1009792_1,Rv1452c
1005774_2,
1005776_2,
1005778_2,
1005780_2,
1005782_2,
1005784_2,
1005798_2,
1005800_2,
1005802_2,
1005804_2,
1005806_2,
1005808_2,
1005822_2,
1005824_2,
1005826_2,
1005828_2,
1005830_2,
1005832_2,
1005846_2,
1005848_2,
1005850_2,
1005852_2,
1005854_2,
1005856_2,
1005966_1,Rv0110
1005968_1,Rv0112
1005970_1,Rv0114
1005972_1,Rv0116c
1005974_1,Rv0118c
1005976_1,Rv0120c
1005990_1,Rv0134
1005992_1,Rv0136
1005994_1,Rv0138
1005996_1,Rv0140
1005998_1,Rv0142
1006000_1,Rv0144
1006014_1,Rv0158
1006016_1,Rv0160c
1006018_1,Rv0162c
1006020_1,Rv0164
1006022_1,Rv0166
1006024_1,Rv0168
1006038_1,Rv0182c
1006040_1,Rv0184
1006042_1,Rv0186
1006044_1,Rv0188
1006046_1,Rv0190
1006048_1,Rv0192
1006350_1,Rv0494
1006352_1,Rv0496
1006354_1,Rv0498
1006356_1,Rv0500
1006358_1,Rv0502
1006360_1,Rv0504c
1006374_1,Rv0518
1006376_1,Rv0520
1006378_1,Rv0522
1006380_1,Rv0524
1006382_1,Rv0526
1006384_1,Rv0528
1006398_1,Rv0542c
1006400_1,Rv0544c
1006402_1,Rv0546c
1006404_1,Rv0548c
1006406_1,Rv0550c
1006408_1,Rv0552
1006422_1,Rv0566c
1006424_1,Rv0568
1006426_1,Rv0570
1006428_1,Rv0572c
1006430_1,Rv0574c
1006432_1,Rv0576
1006734_1,Rv0878c
1006736_1,Rv0880
1006738_1,Rv0882
1006740_1,Rv0884c
1006742_1,Rv0886
1006744_1,Rv0888
1006758_1,Rv0902c
1006760_1,Rv0904c
1006762_1,Rv0906
1006764_1,Rv0908
1006766_1,Rv0910
1006768_1,Rv0912
1006782_1,Rv0926c
1006784_1,Rv0928
1006786_1,Rv0930
1006788_1,Rv0932c
1006790_1,Rv0934
1006792_1,Rv0936
1006806_1,Rv0950c
1006808_1,Rv0952
1006810_1,Rv0954
1006812_1,Rv0956
1006814_1,Rv0958
1006816_1,Rv0960
1007118_1,Rv1262c
1007120_1,Rv1264
1007122_1,Rv1266c
1007124_1,Rv1268c
1007126_1,Rv1270c
1007128_1,Rv1272c
1007142_1,Rv1286
1007144_1,Rv1288
1007146_1,Rv1290c
1007148_1,Rv1292
1007150_1,Rv1294
1007152_1,Rv1296
1007166_1,Rv1310
1007168_1,Rv1312
1007170_1,Rv1314c
1007172_1,Rv1316c
1007174_1,Rv1318c
1007176_1,Rv1320c
1007190_1,Rv1334
1007192_1,Rv1336
1007194_1,Rv1338
1007196_1,Rv1340
1007198_1,Rv1342c
1007200_1,Rv1344
1007502_1,Rv1646
1007504_1,Rv1648
1007506_1,Rv1650
1007508_1,Rv1652
1007510_1,Rv1654
1007512_1,Rv1656
1007526_1,Rv1670
1007528_1,Rv1672c
1007530_1,Rv1674c
1007532_1,Rv1676
1007534_1,Rv1678
1007536_1,Rv1680
1007550_1,Rv1694
1007552_1,Rv1696
1007554_1,Rv1698
1007556_1,Rv1700
1007558_1,Rv1702c
1007560_1,Rv1704c
1007574_1,Rv1718
1007576_1,Rv1720c
1007578_1,Rv1722
1007580_1,Rv1724c
1007582_1,Rv1726
1007584_1,Rv1728c
1007886_1,Rv2030c
1007888_1,Rv2032
1007890_1,Rv2034
1007892_1,Rv2036
1007894_1,Rv2038c
1007896_1,Rv2040c
1007910_1,Rv2054
1007912_1,Rv2056c
1007914_1,Rv2058c
1007916_1,Rv2060
1007918_1,Rv2062c
1007920_1,Rv2064
1007934_1,Rv2078
1007936_1,Rv2080
1007938_1,Rv2082
1007940_1,Rv2084
1007942_1,Rv2086
1007944_1,Rv2088
1007958_1,Rv2102
1007960_1,Rv2104c
1007962_1,Rv2106
1007964_1,Rv2108
1007966_1,Rv2110c
1007968_1,Rv2112c
1008270_1,Rv2414c
1008272_1,Rv2416c
1008274_1,Rv2418c
1008276_1,Rv2420c
1008278_1,Rv2422
1008280_1,Rv2424c
1008294_1,Rv2438c
1008296_1,Rv2440c
1008298_1,Rv2442c
1008300_1,Rv2444c
1008302_1,Rv2446c
1008304_1,Rv2448c
1008318_1,Rv2462c
1008320_1,Rv2464c
1008322_1,Rv2466c
1008324_1,Rv2468c
1008326_1,Rv2470
1008328_1,Rv2472
1008342_1,Rv2486
1008344_1,Rv2488c
1008346_1,Rv2490c
1008348_1,Rv2492
1008350_1,Rv2494
1008352_1,Rv2496c
1008654_1,Rv2798c
1008656_1,Rv2800
1008658_1,Rv2802c
1008660_1,Rv2804c
1008662_1,Rv2806
1008664_1,Rv2808
1008678_1,Rv2822c
1008680_1,Rv2824c
1008682_1,Rv2826c
1008684_1,Rv2828c
1008686_1,Rv2830c
1008688_1,Rv2832c
1008702_1,Rv2846c
1008704_1,Rv2848c
1008706_1,Rv2850c
1008708_1,Rv2852c
1008710_1,Rv2854
1008712_1,Rv2856
1008726_1,Rv2870c
1008728_1,Rv2872
1008730_1,Rv2874
1008732_1,Rv2876
1008734_1,Rv2878c
1008736_1,Rv2880c
1009038_1,Rv3182
1009040_1,Rv3184
1009042_1,Rv3186
1009044_1,Rv3188
1009046_1,Rv3190c
1009048_1,Rv3192
1009062_1,Rv3206c
1009064_1,Rv3208
1009066_1,Rv3210c
1009068_1,Rv3212
1009070_1,Rv3214
1009072_1,Rv3216
1009086_1,Rv3230c
1009088_1,Rv3232c
1009090_1,Rv3234c
1009092_1,Rv3236c
1009094_1,Rv3238c
1009096_1,Rv3240c
1009110_1,Rv3254
1009112_1,Rv3256c
1009114_1,Rv3258c
1009116_1,Rv3260c
1009118_1,Rv3262
1009120_1,Rv3264c
1009422_1,Rv3566c
1009424_1,Rv3568c
1009426_1,Rv3570c
1009428_1,Rv3572
1009430_1,Rv3574
1009432_1,Rv3576
1009446_1,Rv3590c
1009448_1,Rv3592
1009450_1,Rv3594
1009452_1,Rv3596c
1009454_1,Rv3598c
1009456_1,Rv3600c
1009470_1,Rv3614c
1009472_1,Rv3616c
1009474_1,Rv3618
1009476_1,Rv3620c
1009478_1,Rv3622c
1009480_1,Rv3624c
1009494_1,Rv3638
1009496_1,Rv3640c
1009498_1,Rv3642c
1009500_1,Rv3644c
1009502_1,Rv3646c
1009504_1,Rv3648c
1009806_1,
1009808_1,
1009810_1,
1009812_1,
1009814_1,
1009816_1,
1009830_1,
1009832_1,
1009834_1,
1009836_1,
1009838_1,
1009840_1,
1009854_1,
1009856_1,
1009858_1,
1009860_1,
1009862_1,
1009864_1,
1009878_1,
1009880_1,
1009882_1,
1009884_1,
1009886_1,
1009888_1,
1005773_3,
1005775_3,
1005777_3,
1005779_3,
1005781_3,
1005783_3,
1005797_3,
1005799_3,
1005801_3,
1005803_3,
1005805_3,
1005807_3,
1005821_3,
1005823_3,
1005825_3,
1005827_3,
1005829_3,
1005831_3,
1005845_3,
1005847_3,
1005849_3,
1005851_3,
1005853_3,
1005855_3,
1006061_1,Rv0205
1006063_1,Rv0207c
1006065_1,Rv0209
1006067_1,Rv0211
1006069_1,Rv0213c
1006071_1,Rv0215c
1006085_1,Rv0229c
1006087_1,Rv0231
1006089_1,Rv0233
1006091_1,Rv0235c
1006093_1,Rv0237
1006095_1,Rv0239
1006109_1,Rv0253
1006111_1,Rv0255c
1006113_1,Rv0257c
1006115_1,Rv0259c
1006117_1,Rv0261c
1006119_1,Rv0263c
1006133_1,Rv0277c
1006135_1,Rv0279c
1006137_1,Rv0281
1006139_1,Rv0283
1006141_1,Rv0285
1006143_1,Rv0287
1006445_1,Rv0589
1006447_1,Rv0591
1006449_1,Rv0593
1006451_1,Rv0595c
1006453_1,Rv0597c
1006455_1,Rv0599c
1006469_1,Rv0613c
1006471_1,Rv0615
1006473_1,Rv0617
1006475_1,Rv0619
1006477_1,Rv0621
1006479_1,Rv0623
1006493_1,Rv0637
1006495_1,Rv0639
1006497_1,Rv0641
1006499_1,Rv0643c
1006501_1,Rv0645c
1006503_1,Rv0647c
1006517_1,Rv0661c
1006519_1,Rv0663
1006521_1,Rv0665
1006523_1,Rv0667
1006525_1,Rv0669c
1006527_1,Rv0671
1006829_1,Rv0973c
1006831_1,Rv0975c
1006833_1,Rv0977
1006835_1,Rv0979c
1006837_1,Rv0981
1006839_1,Rv0983
1006853_1,Rv0997
1006855_1,Rv0999
1006857_1,Rv1001
1006859_1,Rv1003
1006861_1,Rv1005c
1006863_1,Rv1007c
1006877_1,Rv1021
1006879_1,Rv1023
1006881_1,Rv1025
1006883_1,Rv1027c
1006885_1,Rv1029
1006887_1,Rv1031
1006901_1,Rv1045
1006903_1,Rv1047
1006905_1,Rv1049
1006907_1,Rv1051c
1006909_1,Rv1053c
1006911_1,Rv1055
1007213_1,Rv1357c
1007215_1,Rv1359
1007217_1,Rv1361c
1007219_1,Rv1363c
1007221_1,Rv1365c
1007223_1,Rv1367c
1007237_1,Rv1381
1007239_1,Rv1383
1007241_1,Rv1385
1007243_1,Rv1387
1007245_1,Rv1389
1007247_1,Rv1391
1007261_1,Rv1405c
1007263_1,Rv1407
1007265_1,Rv1409
1007267_1,Rv1411c
1007269_1,Rv1413
1007271_1,Rv1415
1007285_1,Rv1429
1007287_1,Rv1431
1007289_1,Rv1433
1007291_1,Rv1435c
1007293_1,Rv1437
1007295_1,Rv1439c
1007597_1,Rv1741
1007599_1,Rv1743
1007601_1,Rv1745c
1007603_1,Rv1747
1007605_1,Rv1749c
1007607_1,Rv1751
1007621_1,Rv1765c
1007623_1,Rv1767
1007625_1,Rv1769
1007627_1,Rv1771
1007629_1,Rv1773c
1007631_1,Rv1775
1007645_1,Rv1789
1007647_1,Rv1791
1007649_1,Rv1793
1007651_1,Rv1795
1007653_1,Rv1797
1007655_1,Rv1799
1007669_1,Rv1813c
1007671_1,Rv1815
1007673_1,Rv1817
1007675_1,Rv1819c
1007677_1,Rv1821
1007679_1,Rv1823
1007981_1,Rv2125
1007983_1,Rv2127
1007985_1,Rv2129c
1007987_1,Rv2131c
1007989_1,Rv2133c
1007991_1,Rv2135c
1008005_1,Rv2149c
1008007_1,Rv2151c
1008009_1,Rv2153c
1008011_1,Rv2155c
1008013_1,Rv2157c
1008015_1,Rv2159c
1008029_1,Rv2173
1008031_1,Rv2175c
1008033_1,Rv2177c
1008035_1,Rv2179c
1008037_1,Rv2181
1008039_1,Rv2183c
1008053_1,Rv2197c
1008055_1,Rv2199c
1008057_1,Rv2201
1008059_1,Rv2203
1008061_1,Rv2205c
1008063_1,Rv2207
1008365_1,Rv2509
1008367_1,Rv2511
1008369_1,Rv2513
1008371_1,Rv2515c
1008373_1,Rv2517c
1008375_1,Rv2519
1008389_1,Rv2533c
1008391_1,Rv2535c
1008393_1,Rv2537c
1008395_1,Rv2539c
1008397_1,Rv2541
1008399_1,Rv2543
1008413_1,Rv2557
1008415_1,Rv2559c
1008417_1,Rv2561
1008419_1,Rv2563
1008421_1,Rv2565
1008423_1,Rv2567
1008437_1,Rv2581c
1008439_1,Rv2583c
1008441_1,Rv2585c
1008443_1,Rv2587c
1008445_1,Rv2589
1008447_1,Rv2591
1008749_1,Rv2893
1008751_1,Rv2895c
1008753_1,Rv2897c
1008755_1,Rv2899c
1008757_1,Rv2901c
1008759_1,Rv2903c
1008773_1,Rv2917
1008775_1,Rv2919c
1008777_1,Rv2921c
1008779_1,Rv2923c
1008781_1,Rv2925c
1008783_1,Rv2927c
1008797_1,Rv2941
1008799_1,Rv2943
1008801_1,Rv2945c
1008803_1,Rv2947c
1008805_1,Rv2949c
1008807_1,Rv2951c
1008821_1,Rv2965c
1008823_1,Rv2967c
1008825_1,Rv2969c
1008827_1,Rv2971
1008829_1,Rv2973c
1008831_1,Rv2975c
1009133_1,Rv3277
1009135_1,Rv3279c
1009137_1,Rv3281
1009139_1,Rv3283
